RoomID,Capacity,WheelchairAccess,Projector,Computer,FloorLevel
R1213,17,TRUE,FALSE,TRUE,6
R1214,38,TRUE,FALSE,TRUE,1
R1215,24,FALSE,TRUE,FALSE,4
R1216,49,TRUE,TRUE,FALSE,2
R1217,47,FALSE,TRUE,FALSE,8
R1218,13,TRUE,FALSE,FALSE,1
R1219,19,FALSE,TRUE,FALSE,1
R1220,9,TRUE,TRUE,FALSE,2
R1221,17,TRUE,FALSE,TRUE,8
R1222,49,TRUE,TRUE,TRUE,2
R1223,26,TRUE,FALSE,TRUE,5
R1224,43,TRUE,FALSE,TRUE,1
R1225,6,FALSE,TRUE,FALSE,7
R1226,22,TRUE,TRUE,FALSE,2
R1227,49,FALSE,TRUE,TRUE,1
R1228,31,FALSE,TRUE,TRUE,2
R1229,47,TRUE,FALSE,TRUE,9
R1230,32,TRUE,FALSE,FALSE,8
R1231,11,FALSE,TRUE,FALSE,5
R1232,8,FALSE,TRUE,TRUE,6
R1233,21,FALSE,TRUE,FALSE,3
R1234,43,TRUE,FALSE,TRUE,9
R1235,20,FALSE,TRUE,TRUE,8
R1236,5,FALSE,FALSE,TRUE,6
R1237,7,TRUE,TRUE,FALSE,4
R1238,44,TRUE,FALSE,TRUE,2
R1239,40,TRUE,TRUE,TRUE,4
R1240,31,FALSE,TRUE,TRUE,10
R1241,14,TRUE,TRUE,FALSE,3
R1242,25,FALSE,FALSE,TRUE,5
R1243,16,TRUE,TRUE,FALSE,7
R1244,30,TRUE,FALSE,TRUE,9
R1245,37,TRUE,FALSE,FALSE,9
R1246,49,FALSE,TRUE,TRUE,9
R1247,49,TRUE,TRUE,FALSE,10
R1248,6,TRUE,TRUE,TRUE,5
R1249,10,TRUE,TRUE,FALSE,5
R1250,22,FALSE,TRUE,TRUE,6
R1251,15,FALSE,FALSE,TRUE,5
R1252,16,FALSE,TRUE,FALSE,6
R1253,37,FALSE,TRUE,FALSE,3
R1254,22,FALSE,TRUE,TRUE,8
R1255,47,FALSE,FALSE,TRUE,8
R1256,41,FALSE,TRUE,TRUE,6
R1257,33,FALSE,TRUE,TRUE,7
R1258,19,FALSE,TRUE,FALSE,10
R1259,42,FALSE,FALSE,TRUE,3
R1260,21,FALSE,FALSE,TRUE,7
R1261,34,TRUE,TRUE,TRUE,9
R1262,36,FALSE,FALSE,TRUE,10
R1263,10,TRUE,TRUE,TRUE,9
R1264,5,FALSE,TRUE,TRUE,2
R1265,14,TRUE,FALSE,TRUE,3
R1266,9,FALSE,FALSE,TRUE,1
R1267,44,FALSE,TRUE,FALSE,10
R1268,9,TRUE,TRUE,TRUE,8
R1269,14,FALSE,TRUE,TRUE,3
R1270,9,TRUE,TRUE,FALSE,6
R1271,23,TRUE,FALSE,TRUE,3
R1272,27,TRUE,FALSE,FALSE,7
R1273,31,FALSE,FALSE,TRUE,7
R1274,39,FALSE,TRUE,FALSE,9
R1275,35,TRUE,FALSE,FALSE,2
R1276,5,TRUE,FALSE,FALSE,9
R1277,5,FALSE,TRUE,TRUE,3
R1278,18,TRUE,FALSE,FALSE,8
R1279,36,FALSE,FALSE,TRUE,10
R1280,8,FALSE,TRUE,FALSE,5
R1281,13,TRUE,TRUE,TRUE,7
R1282,41,TRUE,TRUE,TRUE,7
R1283,22,FALSE,TRUE,FALSE,4
R1284,28,TRUE,FALSE,TRUE,7
R1285,28,TRUE,TRUE,TRUE,8
R1286,46,TRUE,TRUE,FALSE,1
R1287,50,FALSE,TRUE,FALSE,1
R1288,41,TRUE,FALSE,TRUE,1
R1289,7,FALSE,TRUE,FALSE,10
R1290,39,TRUE,TRUE,FALSE,10
R1291,29,FALSE,FALSE,TRUE,9
R1292,9,FALSE,FALSE,FALSE,1
R1293,39,TRUE,FALSE,FALSE,1
R1294,8,TRUE,FALSE,TRUE,8
R1295,6,TRUE,FALSE,TRUE,3
R1296,15,FALSE,TRUE,FALSE,7
R1297,33,FALSE,TRUE,FALSE,9
R1298,48,TRUE,TRUE,FALSE,7
R1299,13,FALSE,TRUE,FALSE,2
R1300,23,TRUE,TRUE,TRUE,6
R1301,47,TRUE,TRUE,TRUE,5
R1302,5,FALSE,TRUE,FALSE,3
R1303,15,FALSE,FALSE,TRUE,9
R1304,35,TRUE,TRUE,TRUE,8
R1305,24,TRUE,FALSE,TRUE,4
R1306,36,TRUE,TRUE,FALSE,1
R1307,6,FALSE,TRUE,FALSE,8
R1308,13,FALSE,TRUE,FALSE,6
R1309,9,FALSE,FALSE,FALSE,4
R1310,42,TRUE,FALSE,TRUE,6
R1311,8,TRUE,TRUE,FALSE,7
R1312,25,TRUE,FALSE,FALSE,4
R1313,33,TRUE,FALSE,FALSE,10
R1314,25,TRUE,FALSE,TRUE,5
R1315,47,TRUE,FALSE,TRUE,6
R1316,44,FALSE,TRUE,TRUE,9
R1317,8,FALSE,FALSE,TRUE,7
R1318,28,FALSE,FALSE,TRUE,10
R1319,31,TRUE,TRUE,FALSE,5
R1320,30,FALSE,FALSE,TRUE,5
R1321,11,TRUE,TRUE,FALSE,9
R1322,6,TRUE,FALSE,TRUE,7
R1323,23,TRUE,FALSE,FALSE,2
R1324,35,FALSE,TRUE,FALSE,3
R1325,26,FALSE,TRUE,FALSE,5
R1326,19,FALSE,FALSE,FALSE,4
R1327,18,FALSE,TRUE,TRUE,5
R1328,8,FALSE,TRUE,TRUE,7
R1329,36,FALSE,FALSE,TRUE,2
R1330,45,FALSE,FALSE,TRUE,9
R1331,11,TRUE,TRUE,FALSE,8
R1332,13,TRUE,FALSE,FALSE,9
R1333,46,FALSE,TRUE,TRUE,3
R1334,40,FALSE,TRUE,FALSE,10
R1335,35,TRUE,TRUE,TRUE,2
R1336,20,FALSE,FALSE,FALSE,9
R1337,35,FALSE,FALSE,FALSE,7
R1338,32,FALSE,TRUE,TRUE,3
R1339,23,FALSE,TRUE,TRUE,8
R1340,12,FALSE,TRUE,TRUE,8
R1341,25,FALSE,FALSE,FALSE,6
R1342,26,TRUE,TRUE,TRUE,6
R1343,12,FALSE,TRUE,TRUE,2
R1344,39,FALSE,FALSE,TRUE,6
R1345,26,FALSE,FALSE,FALSE,6
R1346,44,FALSE,TRUE,TRUE,1
R1347,43,FALSE,TRUE,TRUE,7
R1348,48,FALSE,FALSE,TRUE,3
R1349,10,TRUE,FALSE,TRUE,9
R1350,41,FALSE,TRUE,TRUE,4
R1351,41,TRUE,TRUE,FALSE,2
R1352,22,FALSE,TRUE,TRUE,5
R1353,49,FALSE,TRUE,FALSE,8
R1354,24,FALSE,FALSE,FALSE,7
R1355,9,FALSE,TRUE,FALSE,3
R1356,46,FALSE,FALSE,FALSE,6
R1357,24,FALSE,FALSE,TRUE,10
R1358,28,FALSE,TRUE,TRUE,5
R1359,39,FALSE,FALSE,FALSE,1
R1360,7,FALSE,FALSE,TRUE,9
R1361,20,FALSE,FALSE,TRUE,7
R1362,40,TRUE,FALSE,FALSE,3
R1363,28,TRUE,TRUE,FALSE,10
R1364,47,TRUE,FALSE,FALSE,7
R1365,26,FALSE,FALSE,FALSE,4
R1366,38,TRUE,FALSE,FALSE,7
R1367,23,TRUE,TRUE,FALSE,8
R1368,46,FALSE,FALSE,FALSE,6
R1369,19,TRUE,TRUE,TRUE,10
R1370,47,TRUE,FALSE,TRUE,4
R1371,10,TRUE,FALSE,TRUE,9
R1372,46,FALSE,FALSE,FALSE,6
R1373,44,FALSE,FALSE,TRUE,6
R1374,32,FALSE,TRUE,TRUE,2
R1375,38,TRUE,TRUE,FALSE,9
R1376,41,FALSE,FALSE,TRUE,9
R1377,28,TRUE,TRUE,TRUE,5
R1378,37,TRUE,FALSE,FALSE,8
R1379,50,TRUE,TRUE,FALSE,1
R1380,23,FALSE,TRUE,TRUE,1
R1381,20,TRUE,FALSE,FALSE,3
R1382,41,TRUE,FALSE,FALSE,2
R1383,37,TRUE,FALSE,TRUE,3
R1384,45,TRUE,FALSE,FALSE,7
R1385,20,TRUE,FALSE,TRUE,2
R1386,14,TRUE,TRUE,FALSE,9
R1387,23,FALSE,FALSE,FALSE,7
R1388,44,FALSE,FALSE,FALSE,8
R1389,12,TRUE,FALSE,TRUE,7
R1390,16,FALSE,TRUE,TRUE,9
R1391,14,TRUE,FALSE,FALSE,6
R1392,8,FALSE,FALSE,FALSE,7
R1393,49,TRUE,TRUE,FALSE,1
R1394,40,TRUE,TRUE,TRUE,2
R1395,20,FALSE,TRUE,FALSE,6
R1396,24,FALSE,TRUE,TRUE,1
R1397,29,FALSE,FALSE,FALSE,9
R1398,36,FALSE,TRUE,TRUE,10
R1399,10,TRUE,FALSE,TRUE,4
R1400,50,FALSE,FALSE,FALSE,6
R1401,5,FALSE,TRUE,FALSE,4
R1402,11,FALSE,FALSE,TRUE,7
R1403,42,TRUE,FALSE,TRUE,1
R1404,21,TRUE,TRUE,FALSE,7
R1405,7,FALSE,FALSE,TRUE,10
R1406,39,FALSE,FALSE,TRUE,3
R1407,46,FALSE,FALSE,FALSE,8
R1408,30,TRUE,FALSE,TRUE,9
R1409,8,FALSE,TRUE,TRUE,9
R1410,32,TRUE,TRUE,TRUE,6
R1411,28,TRUE,FALSE,FALSE,5
R1412,19,FALSE,FALSE,FALSE,4
R1413,29,TRUE,TRUE,FALSE,8
R1414,19,TRUE,TRUE,FALSE,6
R1415,9,FALSE,TRUE,FALSE,4
R1416,24,TRUE,TRUE,FALSE,5
R1417,23,FALSE,FALSE,FALSE,9
R1418,47,FALSE,FALSE,TRUE,8
R1419,30,TRUE,TRUE,FALSE,4
R1420,38,TRUE,FALSE,FALSE,6
R1421,12,TRUE,FALSE,TRUE,8
R1422,14,TRUE,FALSE,FALSE,4
R1423,44,FALSE,FALSE,FALSE,2
R1424,10,FALSE,TRUE,FALSE,9
R1425,27,FALSE,FALSE,TRUE,2
R1426,40,TRUE,FALSE,TRUE,6
R1427,35,TRUE,TRUE,TRUE,10
R1428,22,FALSE,TRUE,TRUE,2
R1429,17,FALSE,FALSE,TRUE,9
R1430,45,TRUE,TRUE,TRUE,2
R1431,13,FALSE,TRUE,TRUE,3
R1432,15,FALSE,TRUE,TRUE,7
R1433,46,TRUE,TRUE,FALSE,9
R1434,12,FALSE,TRUE,FALSE,8
R1435,40,FALSE,TRUE,TRUE,8
R1436,6,FALSE,TRUE,FALSE,4
R1437,16,FALSE,FALSE,FALSE,1
R1438,33,FALSE,TRUE,FALSE,5
R1439,25,FALSE,TRUE,FALSE,1
R1440,5,TRUE,FALSE,FALSE,6
R1441,32,TRUE,TRUE,FALSE,8
R1442,16,FALSE,FALSE,FALSE,7
R1443,41,TRUE,FALSE,TRUE,2
R1444,41,TRUE,TRUE,TRUE,7
R1445,24,FALSE,TRUE,TRUE,6
R1446,40,TRUE,FALSE,TRUE,10
R1447,36,FALSE,FALSE,FALSE,5
R1448,47,FALSE,TRUE,TRUE,6
R1449,33,TRUE,TRUE,FALSE,7
R1450,19,FALSE,FALSE,TRUE,4
R1451,50,FALSE,TRUE,TRUE,8
R1452,15,FALSE,TRUE,FALSE,5
R1453,44,FALSE,FALSE,TRUE,2
R1454,15,TRUE,FALSE,TRUE,9
R1455,45,FALSE,TRUE,TRUE,4
R1456,34,TRUE,TRUE,FALSE,4
R1457,48,FALSE,FALSE,FALSE,3
R1458,35,FALSE,FALSE,TRUE,10
R1459,46,TRUE,FALSE,FALSE,7
R1460,28,TRUE,TRUE,TRUE,2
R1461,24,FALSE,FALSE,TRUE,10
R1462,49,FALSE,FALSE,TRUE,8
R1463,21,TRUE,FALSE,TRUE,3
R1464,20,FALSE,TRUE,FALSE,2
R1465,25,TRUE,FALSE,TRUE,5
R1466,41,TRUE,TRUE,FALSE,2
R1467,16,FALSE,TRUE,TRUE,8
R1468,12,FALSE,TRUE,FALSE,3
R1469,40,FALSE,FALSE,TRUE,4
R1470,15,TRUE,FALSE,TRUE,4
R1471,40,TRUE,FALSE,FALSE,1
R1472,50,TRUE,FALSE,FALSE,9
R1473,31,TRUE,TRUE,FALSE,8
R1474,35,TRUE,FALSE,TRUE,9
R1475,39,TRUE,TRUE,TRUE,4
R1476,14,TRUE,TRUE,FALSE,6
R1477,12,TRUE,TRUE,TRUE,9
R1478,11,FALSE,TRUE,TRUE,7
R1479,28,FALSE,FALSE,FALSE,5
R1480,37,FALSE,TRUE,FALSE,1
R1481,39,FALSE,TRUE,FALSE,7
R1482,24,FALSE,FALSE,TRUE,2
R1483,50,FALSE,FALSE,FALSE,6
R1484,44,TRUE,TRUE,FALSE,4
R1485,23,TRUE,TRUE,FALSE,9
R1486,48,FALSE,FALSE,TRUE,3
R1487,27,FALSE,TRUE,FALSE,7
R1488,50,FALSE,FALSE,TRUE,1
R1489,28,TRUE,TRUE,FALSE,10
R1490,28,TRUE,FALSE,FALSE,1
R1491,36,FALSE,TRUE,TRUE,4
R1492,10,TRUE,FALSE,TRUE,7
R1493,5,FALSE,FALSE,TRUE,1
R1494,31,TRUE,FALSE,FALSE,4
R1495,8,FALSE,TRUE,TRUE,3
R1496,29,FALSE,FALSE,TRUE,10
R1497,16,FALSE,FALSE,TRUE,7
R1498,30,TRUE,FALSE,TRUE,4
R1499,48,FALSE,FALSE,TRUE,9
R1500,10,FALSE,TRUE,TRUE,5
R1501,23,FALSE,FALSE,TRUE,1
R1502,40,TRUE,FALSE,TRUE,2
R1503,40,TRUE,FALSE,FALSE,3
R1504,43,FALSE,FALSE,FALSE,3
R1505,38,TRUE,TRUE,TRUE,1
R1506,26,TRUE,FALSE,TRUE,9
R1507,18,FALSE,TRUE,FALSE,8
R1508,23,TRUE,TRUE,TRUE,3
R1509,45,FALSE,FALSE,FALSE,2
R1510,7,FALSE,TRUE,FALSE,9
R1511,29,FALSE,FALSE,TRUE,8
R1512,38,FALSE,TRUE,FALSE,3
R1513,43,FALSE,FALSE,FALSE,2
R1514,10,FALSE,FALSE,FALSE,9
R1515,50,FALSE,FALSE,FALSE,4
R1516,16,FALSE,TRUE,TRUE,10
R1517,34,FALSE,FALSE,FALSE,10
R1518,41,TRUE,TRUE,TRUE,3
R1519,31,TRUE,FALSE,TRUE,7
R1520,41,FALSE,TRUE,FALSE,10
R1521,31,FALSE,TRUE,FALSE,9
R1522,17,FALSE,FALSE,TRUE,7
R1523,6,TRUE,FALSE,FALSE,10
R1524,18,FALSE,FALSE,TRUE,2
R1525,49,FALSE,TRUE,FALSE,6
R1526,23,TRUE,TRUE,TRUE,10
R1527,7,TRUE,TRUE,TRUE,2
R1528,20,FALSE,FALSE,TRUE,3
R1529,29,FALSE,TRUE,TRUE,3
R1530,9,TRUE,TRUE,TRUE,6
R1531,8,FALSE,FALSE,FALSE,9
R1532,48,TRUE,TRUE,FALSE,3
R1533,47,FALSE,TRUE,TRUE,6
R1534,45,TRUE,FALSE,FALSE,1
R1535,47,TRUE,TRUE,FALSE,10
R1536,50,FALSE,TRUE,FALSE,5
R1537,49,FALSE,FALSE,TRUE,7
R1538,41,FALSE,TRUE,FALSE,2
R1539,6,FALSE,TRUE,FALSE,6
R1540,49,TRUE,FALSE,TRUE,4
R1541,31,TRUE,TRUE,FALSE,6
R1542,5,TRUE,FALSE,FALSE,2
R1543,26,FALSE,FALSE,TRUE,2
R1544,10,FALSE,TRUE,TRUE,8
R1545,46,FALSE,FALSE,FALSE,3
R1546,46,FALSE,FALSE,FALSE,4
R1547,38,TRUE,TRUE,TRUE,1
R1548,50,FALSE,TRUE,TRUE,6
R1549,30,FALSE,FALSE,TRUE,6
R1550,7,FALSE,FALSE,FALSE,2
R1551,7,TRUE,FALSE,FALSE,1
R1552,49,TRUE,FALSE,FALSE,2
R1553,34,FALSE,TRUE,TRUE,3
R1554,30,TRUE,FALSE,FALSE,9
R1555,41,TRUE,TRUE,FALSE,2
R1556,23,TRUE,FALSE,FALSE,10
R1557,24,TRUE,TRUE,FALSE,3
R1558,36,FALSE,TRUE,FALSE,7
R1559,18,FALSE,TRUE,FALSE,1
R1560,25,FALSE,TRUE,TRUE,4
R1561,12,TRUE,FALSE,FALSE,1
R1562,41,FALSE,TRUE,FALSE,5
R1563,48,FALSE,TRUE,FALSE,4
R1564,41,TRUE,FALSE,FALSE,10
R1565,25,TRUE,TRUE,FALSE,1
R1566,12,FALSE,TRUE,FALSE,2
R1567,33,TRUE,FALSE,TRUE,9
R1568,39,FALSE,FALSE,TRUE,6
R1569,45,TRUE,FALSE,TRUE,10
R1570,20,FALSE,TRUE,FALSE,2
R1571,11,TRUE,TRUE,FALSE,10
R1572,45,TRUE,FALSE,FALSE,9
R1573,14,TRUE,TRUE,FALSE,7
R1574,14,FALSE,FALSE,TRUE,7
R1575,50,FALSE,FALSE,TRUE,6
R1576,26,TRUE,FALSE,TRUE,10
R1577,39,FALSE,TRUE,FALSE,4
R1578,45,TRUE,TRUE,TRUE,5
R1579,14,FALSE,FALSE,TRUE,8
R1580,21,FALSE,FALSE,FALSE,7
R1581,45,TRUE,FALSE,FALSE,8
R1582,17,FALSE,TRUE,TRUE,5
R1583,47,TRUE,FALSE,FALSE,5
R1584,20,TRUE,FALSE,TRUE,3
R1585,21,TRUE,TRUE,FALSE,9
R1586,43,FALSE,TRUE,TRUE,6
R1587,25,TRUE,FALSE,FALSE,6
R1588,6,FALSE,FALSE,FALSE,8
R1589,50,TRUE,TRUE,TRUE,10
R1590,29,TRUE,TRUE,TRUE,2
R1591,41,FALSE,TRUE,FALSE,1
R1592,36,TRUE,TRUE,FALSE,1
R1593,37,FALSE,FALSE,TRUE,2
R1594,28,FALSE,TRUE,TRUE,8
R1595,35,FALSE,TRUE,TRUE,2
R1596,50,TRUE,TRUE,FALSE,3
R1597,43,TRUE,TRUE,TRUE,8
R1598,43,FALSE,FALSE,TRUE,5
R1599,20,TRUE,FALSE,TRUE,1
R1600,38,TRUE,TRUE,FALSE,9
R1601,24,TRUE,TRUE,FALSE,1
R1602,18,FALSE,FALSE,FALSE,2
R1603,50,FALSE,FALSE,FALSE,10
R1604,49,FALSE,FALSE,FALSE,7
R1605,14,TRUE,TRUE,FALSE,8
R1606,28,TRUE,TRUE,TRUE,5
R1607,50,FALSE,FALSE,TRUE,1
R1608,29,TRUE,FALSE,FALSE,1
R1609,36,TRUE,FALSE,FALSE,1
R1610,36,TRUE,TRUE,TRUE,10
R1611,38,TRUE,FALSE,TRUE,5
R1612,32,FALSE,FALSE,TRUE,1
R1613,24,TRUE,FALSE,TRUE,6
R1614,36,TRUE,TRUE,TRUE,3
R1615,44,FALSE,FALSE,TRUE,9
R1616,48,FALSE,TRUE,FALSE,7
R1617,27,FALSE,TRUE,TRUE,8
R1618,8,FALSE,TRUE,TRUE,6
R1619,13,TRUE,FALSE,TRUE,9
R1620,33,TRUE,FALSE,TRUE,7
R1621,44,FALSE,FALSE,TRUE,7
R1622,44,TRUE,TRUE,TRUE,9
R1623,41,FALSE,TRUE,FALSE,3
R1624,11,FALSE,TRUE,FALSE,8
R1625,17,FALSE,FALSE,TRUE,1
R1626,42,TRUE,FALSE,TRUE,2
R1627,18,FALSE,TRUE,FALSE,5
R1628,25,FALSE,TRUE,FALSE,4
R1629,33,FALSE,FALSE,TRUE,9
R1630,38,FALSE,FALSE,FALSE,10
R1631,43,TRUE,FALSE,TRUE,10
R1632,21,TRUE,TRUE,TRUE,5
R1633,40,TRUE,TRUE,TRUE,10
R1634,33,FALSE,TRUE,TRUE,3
R1635,47,FALSE,TRUE,FALSE,1
R1636,50,TRUE,TRUE,TRUE,6
R1637,25,TRUE,TRUE,TRUE,1
R1638,41,TRUE,TRUE,TRUE,7
R1639,44,FALSE,TRUE,FALSE,1
R1640,17,FALSE,FALSE,TRUE,8
R1641,12,TRUE,TRUE,FALSE,10
R1642,12,FALSE,TRUE,TRUE,1
R1643,16,TRUE,TRUE,FALSE,6
R1644,13,TRUE,FALSE,TRUE,6
R1645,30,FALSE,TRUE,FALSE,6
R1646,5,TRUE,TRUE,TRUE,7
R1647,20,FALSE,TRUE,FALSE,7
R1648,41,FALSE,FALSE,TRUE,10
R1649,27,FALSE,TRUE,FALSE,10
R1650,9,TRUE,TRUE,FALSE,9
R1651,29,TRUE,TRUE,TRUE,4
R1652,13,TRUE,TRUE,FALSE,1
R1653,19,TRUE,FALSE,TRUE,6
R1654,42,TRUE,TRUE,TRUE,10
R1655,40,TRUE,FALSE,FALSE,2
R1656,19,FALSE,FALSE,FALSE,2
R1657,43,TRUE,TRUE,FALSE,6
R1658,41,TRUE,TRUE,FALSE,6
R1659,49,FALSE,TRUE,TRUE,2
R1660,28,FALSE,TRUE,TRUE,6
R1661,6,FALSE,FALSE,FALSE,1
R1662,26,FALSE,TRUE,TRUE,8
R1663,41,FALSE,FALSE,FALSE,10
R1664,33,FALSE,TRUE,FALSE,4
R1665,12,FALSE,FALSE,TRUE,7
R1666,21,TRUE,FALSE,TRUE,8
R1667,22,TRUE,TRUE,TRUE,3
R1668,45,TRUE,TRUE,FALSE,1
R1669,34,TRUE,TRUE,FALSE,2
R1670,27,TRUE,TRUE,FALSE,6
R1671,28,FALSE,TRUE,TRUE,4
R1672,25,FALSE,FALSE,TRUE,4
R1673,14,TRUE,FALSE,TRUE,5
R1674,14,TRUE,TRUE,FALSE,9
R1675,16,FALSE,TRUE,TRUE,5
R1676,46,FALSE,FALSE,FALSE,1
R1677,14,TRUE,FALSE,FALSE,5
R1678,15,TRUE,FALSE,TRUE,7
R1679,18,FALSE,TRUE,TRUE,2
R1680,43,TRUE,TRUE,TRUE,2
R1681,49,TRUE,FALSE,FALSE,6
R1682,11,FALSE,FALSE,FALSE,7
R1683,37,FALSE,TRUE,TRUE,5
R1684,8,FALSE,FALSE,FALSE,5
R1685,5,FALSE,FALSE,FALSE,7
R1686,30,FALSE,FALSE,TRUE,2
R1687,18,FALSE,TRUE,FALSE,6
R1688,6,TRUE,TRUE,FALSE,2
R1689,22,FALSE,TRUE,TRUE,6
R1690,17,TRUE,FALSE,TRUE,6
R1691,23,FALSE,FALSE,FALSE,5
R1692,30,FALSE,FALSE,FALSE,9
R1693,48,FALSE,FALSE,FALSE,7
R1694,17,TRUE,FALSE,FALSE,10
R1695,5,TRUE,FALSE,FALSE,2
R1696,22,TRUE,TRUE,TRUE,5
R1697,40,FALSE,FALSE,FALSE,2
R1698,42,TRUE,TRUE,FALSE,6
R1699,31,FALSE,FALSE,FALSE,3
R1700,22,TRUE,FALSE,FALSE,2
R1701,31,TRUE,FALSE,TRUE,5
R1702,39,TRUE,TRUE,TRUE,9
R1703,40,TRUE,TRUE,FALSE,1
R1704,50,TRUE,FALSE,FALSE,10
R1705,22,TRUE,TRUE,TRUE,10
R1706,18,TRUE,FALSE,FALSE,8
R1707,6,TRUE,FALSE,FALSE,9
R1708,10,TRUE,FALSE,TRUE,9
R1709,21,FALSE,TRUE,FALSE,6
R1710,41,TRUE,TRUE,TRUE,3
R1711,44,TRUE,FALSE,FALSE,6
R1712,45,FALSE,TRUE,TRUE,7
R1713,48,TRUE,TRUE,TRUE,10
R1714,6,FALSE,FALSE,TRUE,8
R1715,16,FALSE,FALSE,TRUE,10
R1716,46,FALSE,TRUE,TRUE,1
R1717,11,TRUE,FALSE,TRUE,1
R1718,23,FALSE,TRUE,FALSE,3
R1719,37,FALSE,TRUE,TRUE,2
R1720,41,TRUE,TRUE,TRUE,6
R1721,37,FALSE,TRUE,TRUE,2
R1722,44,FALSE,FALSE,TRUE,5
R1723,31,FALSE,TRUE,FALSE,4
R1724,49,TRUE,TRUE,FALSE,7
R1725,48,FALSE,TRUE,TRUE,5
R1726,26,FALSE,TRUE,FALSE,5
R1727,15,FALSE,TRUE,TRUE,7
R1728,49,TRUE,TRUE,TRUE,1
R1729,8,TRUE,TRUE,FALSE,9
R1730,23,FALSE,TRUE,FALSE,9
R1731,34,TRUE,FALSE,TRUE,9
R1732,19,TRUE,TRUE,FALSE,10
R1733,36,TRUE,TRUE,FALSE,7
R1734,10,TRUE,FALSE,TRUE,9
R1735,35,TRUE,TRUE,TRUE,6
R1736,11,TRUE,FALSE,TRUE,7
R1737,38,TRUE,FALSE,TRUE,5
R1738,32,TRUE,FALSE,TRUE,3
R1739,47,FALSE,TRUE,FALSE,6
R1740,45,TRUE,TRUE,FALSE,4
R1741,21,TRUE,TRUE,TRUE,7
R1742,36,FALSE,FALSE,TRUE,6
R1743,36,FALSE,TRUE,TRUE,9
R1744,41,TRUE,FALSE,TRUE,1
R1745,34,TRUE,TRUE,TRUE,9
R1746,19,TRUE,FALSE,FALSE,3
R1747,14,FALSE,FALSE,FALSE,7
R1748,40,FALSE,FALSE,TRUE,5
R1749,7,TRUE,FALSE,TRUE,1
R1750,5,FALSE,TRUE,FALSE,7
R1751,8,FALSE,FALSE,TRUE,10
R1752,11,FALSE,FALSE,FALSE,3
R1753,48,TRUE,TRUE,TRUE,5
R1754,15,TRUE,TRUE,TRUE,9
R1755,35,TRUE,TRUE,FALSE,1
R1756,26,TRUE,TRUE,FALSE,8
R1757,43,TRUE,FALSE,TRUE,7
R1758,36,TRUE,TRUE,TRUE,4
R1759,8,FALSE,TRUE,FALSE,2
R1760,34,TRUE,TRUE,FALSE,4
R1761,44,TRUE,TRUE,FALSE,6
R1762,10,TRUE,FALSE,FALSE,5
R1763,49,TRUE,FALSE,TRUE,9
R1764,7,TRUE,FALSE,TRUE,9
R1765,8,FALSE,FALSE,FALSE,2
R1766,27,FALSE,FALSE,TRUE,8
R1767,31,TRUE,FALSE,TRUE,9
R1768,14,TRUE,FALSE,TRUE,10
R1769,43,FALSE,TRUE,TRUE,6
R1770,20,TRUE,TRUE,TRUE,5
R1771,44,FALSE,FALSE,FALSE,5
R1772,12,FALSE,FALSE,FALSE,1
R1773,24,TRUE,TRUE,FALSE,7
R1774,9,TRUE,FALSE,TRUE,3
R1775,8,FALSE,TRUE,TRUE,2
R1776,15,TRUE,FALSE,TRUE,9
R1777,11,TRUE,FALSE,FALSE,4
R1778,5,TRUE,FALSE,FALSE,8
R1779,45,FALSE,TRUE,TRUE,10
R1780,34,TRUE,TRUE,FALSE,4
R1781,28,FALSE,TRUE,TRUE,2
R1782,50,FALSE,TRUE,TRUE,6
R1783,17,FALSE,FALSE,TRUE,3
R1784,45,TRUE,FALSE,TRUE,10
R1785,31,TRUE,FALSE,TRUE,1
R1786,31,TRUE,TRUE,FALSE,10
R1787,11,TRUE,FALSE,FALSE,5
R1788,37,FALSE,FALSE,FALSE,10
R1789,39,TRUE,TRUE,TRUE,1
R1790,14,FALSE,TRUE,FALSE,8
R1791,42,FALSE,TRUE,TRUE,10
R1792,16,TRUE,TRUE,FALSE,8
R1793,49,TRUE,FALSE,FALSE,9
R1794,27,FALSE,TRUE,TRUE,9
R1795,35,TRUE,FALSE,TRUE,4
R1796,34,TRUE,FALSE,TRUE,1
R1797,22,FALSE,FALSE,TRUE,3
R1798,44,FALSE,TRUE,TRUE,5
R1799,8,TRUE,TRUE,FALSE,2
R1800,26,FALSE,FALSE,TRUE,1
R1801,22,TRUE,TRUE,TRUE,7
R1802,39,TRUE,TRUE,FALSE,3
R1803,14,TRUE,FALSE,FALSE,5
R1804,19,TRUE,TRUE,TRUE,7
R1805,38,FALSE,TRUE,FALSE,4
R1806,10,TRUE,FALSE,FALSE,6
R1807,17,TRUE,TRUE,TRUE,9
R1808,47,FALSE,TRUE,FALSE,9
R1809,6,TRUE,TRUE,FALSE,3
R1810,25,TRUE,TRUE,FALSE,6
R1811,32,FALSE,FALSE,TRUE,9
R1812,50,FALSE,TRUE,TRUE,1
R1813,27,TRUE,FALSE,TRUE,5
R1814,8,FALSE,TRUE,TRUE,10
R1815,30,FALSE,FALSE,FALSE,5
R1816,6,TRUE,FALSE,FALSE,1
R1817,11,FALSE,TRUE,TRUE,7
R1818,49,FALSE,FALSE,TRUE,3
R1819,23,TRUE,FALSE,TRUE,10
